Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Average
91137,-2.538537,-2.533764,-2.542627,-2.548422,-2.553194,-2.535809,-2.528651,-2.547058,-2.552512,-2.538196,-2.541877
91138,-2.524219,-2.527287,-2.531719,-2.53615,-2.530696,-2.529333,-2.531378,-2.528651,-2.540241,-2.533423,-2.5313097
91139,-2.543991,-2.529673,-2.524901,-2.525583,-2.531719,-2.526265,-2.537173,-2.525924,-2.530014,-2.512628,-2.5287871
91140,-2.531037,-2.533082,-2.544672,-2.534105,-2.520469,-2.534787,-2.53615,-2.531719,-2.532741,-2.527969,-2.5326731
91141,-2.564443,-2.52831,-2.533423,-2.531037,-2.531719,-2.527969,-2.550126,-2.535809,-2.546377,-2.528651,-2.5377864
91142,-2.533082,-2.53206,-2.559671,-2.549785,-2.552512,-2.524219,-2.542627,-2.528651,-2.541945,-2.534446,-2.5398998
91143,-2.55933,-2.541945,-2.577395,-2.539218,-2.533082,-2.556944,-2.526605,-2.562057,-2.546377,-2.575691,-2.5518644
91144,-2.531378,-2.540241,-2.547058,-2.546718,-2.547399,-2.535809,-2.550126,-2.542968,-2.547058,-2.531719,-2.5420474
91145,-2.550808,-2.538537,-2.606024,-2.538196,-2.52831,-2.540241,-2.521492,-2.525583,-2.537855,-2.537855,-2.5424901
91146,-2.524219,-2.52831,-2.565124,-2.545354,-2.540582,-2.54774,-2.539559,-2.532401,-2.556603,-2.527628,-2.540752
91147,-2.534105,-2.521833,-2.568874,-2.554898,-2.531719,-2.541945,-2.535128,-2.542627,-2.531037,-2.562738,-2.5424904
91148,-2.553535,-2.580803,-2.538537,-2.552172,-2.537514,-2.55149,-2.52831,-2.547399,-2.544331,-2.544672,-2.5478763
91149,-2.519447,-2.531037,-2.549445,-2.536491,-2.535128,-2.553194,-2.532401,-2.565124,-2.547399,-2.551831,-2.5421497
91150,-2.554898,-2.537173,-2.551149,-2.532741,-2.551831,-2.5399,-2.563079,-2.56751,-2.568533,-2.535469,-2.5502283
91151,-2.537855,-2.573986,-2.562397,-2.539218,-2.535809,-2.539559,-2.552512,-2.536491,-2.567169,-2.538877,-2.5483873
91152,-2.553194,-2.547399,-2.549785,-2.526605,-2.540923,-2.539559,-2.53206,-2.550467,-2.53206,-2.527628,-2.539968
91153,-2.51706,-2.544331,-2.539218,-2.541264,-2.530696,-2.586257,-2.54774,-2.553194,-2.566488,-2.546036,-2.5472284
