90964	0.252397	0.245377	0.257411	0.255406	0.257411	0.250057	0.244374	0.275459	0.239358	0.271449
90965	0.269110	0.243036	0.269778	0.240027	0.265099	0.248720	0.252732	0.254069	0.261423	0.251394
90966	0.262425	0.244374	0.257746	0.248720	0.263762	0.227989	0.255740	0.249389	0.252732	0.249389
90967	0.238690	0.260086	0.252063	0.261423	0.247383	0.250391	0.258080	0.246380	0.266102	0.242368
90968	0.241699	0.270112	0.239024	0.267104	0.257411	0.252397	0.248051	0.255740	0.267773	0.243371
90969	0.258080	0.259083	0.255072	0.248720	0.251394	0.233339	0.265433	0.258414	0.261757	0.238690
90970	0.251394	0.258749	0.249389	0.259083	0.254403	0.246714	0.257077	0.255406	0.266436	0.241030
90971	0.249389	0.258414	0.252397	0.251729	0.252063	0.258414	0.245377	0.246714	0.259751	0.240696
90972	0.252397	0.253400	0.240696	0.264431	0.237352	0.253066	0.244708	0.266436	0.239024	0.248386
90973	0.257077	0.256743	0.237352	0.250726	0.232002	0.265099	0.247383	0.261088	0.237352	0.256743
90974	0.262091	0.243705	0.254069	0.239693	0.256074	0.255740	0.251060	0.256074	0.245042	0.261757
90975	0.263762	0.237686	0.255740	0.255740	0.267104	0.244039	0.247717	0.249054	0.246045	0.251729
90976	0.251729	0.269778	0.252397	0.239358	0.252063	0.259083	0.258080	0.234342	0.257746	0.251729
90977	0.246380	0.255740	0.254737	0.258749	0.252732	0.240027	0.255072	0.236349	0.253400	0.243705
90978	0.258080	0.259083	0.253400	0.260086	0.261088	0.254403	0.255072	0.251060	0.264765	0.247717
90979	0.239024	0.268441	0.242702	0.265099	0.241364	0.250391	0.261423	0.254403	0.247048	0.242702
90980	0.248051	0.251060	0.241699	0.247717	0.239693	0.268107	0.234342	0.259417	0.238690	0.260420
90981	0.256743	0.242368	0.259083	0.253734	0.248051	0.258080	0.238021	0.257746	0.236014	0.268107
90982	0.270781	0.241030	0.262425	0.247383	0.254737	0.244039	0.254737	0.254737	0.251394	0.252397
90983	0.253066	0.259417	0.256074	0.246045	0.261757	0.248386	0.272117	0.246380	0.276127	0.247048
90984	0.256074	0.274457	0.255072	0.270112	0.248051	0.262759	0.268441	0.263094	0.265099	0.254069
90985	0.236349	0.271449	0.248386	0.252397	0.240696	0.264765	0.255406	0.251394	0.263094	0.251729
90986	0.247048	0.259417	0.255740	0.249054	0.243371	0.237018	0.263428	0.249054	0.257077	0.244374
90987	0.266436	0.269110	0.263762	0.262091	0.257077	0.261423	0.244374	0.273454	0.253400	0.268775
90988	0.274122	0.234008	0.260086	0.241699	0.257411	0.250391	0.258080	0.258414	0.251060	0.244708
90989	0.272786	0.240696	0.259751	0.249054	0.252063	0.241030	0.259417	0.259751	0.259083	0.242033
90990	0.254403	0.256074	0.268107	0.248386	0.269110	0.240361	0.257411	0.241030	0.263094	0.249054
90991	0.235346	0.265768	0.252063	0.251060	0.255072	0.245711	0.256074	0.242702	0.260086	0.243036
90992	0.235680	0.269110	0.242368	0.274791	0.250726	0.252063	0.249723	0.258749	0.264431	0.252732
90993	0.244708	0.259751	0.242368	0.257411	0.246045	0.263428	0.249389	0.253066	0.229995	0.248720
90994	0.248720	0.259417	0.247048	0.253066	0.253734	0.244708	0.267439	0.253734	0.233339	0.262759
90995	0.266102	0.242702	0.250057	0.246380	0.251729	0.251729	0.274791	0.259083	0.246714	0.268107
90996	0.261757	0.233005	0.266770	0.248386	0.251394	0.248051	0.255406	0.243036	0.243705	0.253734
90997	0.269444	0.270446	0.266770	0.254403	0.271783	0.253734	0.266770	0.251394	0.288824	0.258414
90998	0.253400	0.266770	0.259417	0.270781	0.267104	0.264765	0.269444	0.254069	0.265433	0.249054
90999	0.246714	0.245711	0.258749	0.253066	0.237018	0.252397	0.238355	0.256743	0.242702	0.258414
91000	0.264096	0.241030	0.253400	0.249054	0.257746	0.237352	0.244374	0.255072	0.277464	0.251060
91001	0.261757	0.231333	0.261423	0.240027	0.264431	0.237352	0.259751	0.245042	0.244039	0.255072
91002	0.253400	0.274122	0.247383	0.251060	0.264765	0.267439	0.264096	0.230998	0.265099	0.241364
91003	0.252732	0.255406	0.257077	0.229661	0.255072	0.240361	0.258080	0.237352	0.266436	0.243036
91004	0.243705	0.261423	0.243036	0.257411	0.240027	0.259417	0.255740	0.255072	0.254403	0.241030
91005	0.249389	0.252063	0.248386	0.256409	0.232670	0.267439	0.233674	0.254403	0.239693	0.263762
91006	0.261088	0.252732	0.282142	0.258414	0.263428	0.258414	0.269110	0.261423	0.245377	0.259751
91007	0.268441	0.266102	0.256409	0.258414	0.266102	0.256743	0.267773	0.253066	0.271783	0.245377
91008	0.254403	0.270446	0.263762	0.250057	0.270112	0.259751	0.274791	0.247048	0.272117	0.255740
91009	0.258080	0.247048	0.260754	0.244039	0.272451	0.242368	0.259751	0.256409	0.252397	0.236683
91010	0.241364	0.267439	0.248051	0.255740	0.251060	0.256743	0.253400	0.242702	0.266102	0.243036
91011	0.252397	0.256743	0.248386	0.269778	0.238355	0.275459	0.240696	0.255740	0.246045	0.260420
91012	0.256409	0.249389	0.257746	0.255072	0.243371	0.263094	0.242368	0.269444	0.239024	0.257746
91013	0.272117	0.255072	0.271783	0.258080	0.280137	0.255740	0.269110	0.249389	0.273454	0.268107
91014	0.264096	0.271783	0.264431	0.261088	0.270781	0.256409	0.273788	0.247383	0.275125	0.251729
91015	0.245711	0.267773	0.255406	0.264096	0.254403	0.250057	0.268107	0.245711	0.265433	0.247717
91016	0.244708	0.259417	0.256409	0.253400	0.249723	0.251060	0.263762	0.241699	0.252397	0.235680
91017	0.258080	0.264431	0.266102	0.263762	0.262759	0.279135	0.257077	0.266770	0.259083	0.279803
91018	0.269110	0.244039	0.265099	0.244374	0.261423	0.235680	0.256409	0.247717	0.258749	0.247048
91019	0.268441	0.249389	0.273120	0.259751	0.265433	0.250057	0.269778	0.268441	0.268775	0.269444
91020	0.248051	0.251060	0.247048	0.250726	0.279803	0.252732	0.267104	0.241030	0.271449	0.267104
91021	0.256074	0.264096	0.246380	0.256743	0.263094	0.249723	0.254069	0.253066	0.274457	0.254403
91022	0.247717	0.255072	0.241699	0.261423	0.238690	0.261088	0.260420	0.244374	0.249054	0.256074
91023	0.250057	0.248051	0.251729	0.263428	0.246380	0.256074	0.235346	0.254737	0.241030	0.260420
91024	0.254403	0.244708	0.256743	0.249389	0.260086	0.250391	0.253400	0.257411	0.244374	0.262425
91025	0.263762	0.244374	0.267773	0.244039	0.267439	0.255072	0.254403	0.267439	0.252063	0.248051
91026	0.258414	0.253066	0.275459	0.245377	0.271783	0.236683	0.276127	0.255406	0.255406	0.240027
91027	0.267773	0.238355	0.278132	0.244708	0.246714	0.244708	0.258749	0.259083	0.254069	0.251060
91028	0.260420	0.247048	0.266436	0.239693	0.265433	0.220965	0.260754	0.243705	0.250057	0.272786
91029	0.261088	0.245042	0.262425	0.240361	0.266102	0.239358	0.268775	0.233339	0.254403	0.242033
91030	0.252063	0.249723	0.270781	0.256409	0.258414	0.245711	0.264765	0.247383	0.259083	0.250726
91031	0.253400	0.259751	0.284147	0.265768	0.269444	0.252063	0.289158	0.244039	0.276127	0.247717
91032	0.266102	0.259417	0.268441	0.261757	0.259417	0.258080	0.280805	0.253400	0.275793	0.248720
91033	0.245711	0.253066	0.254069	0.259751	0.239358	0.265433	0.257077	0.261757	0.248720	0.253066
91034	0.255072	0.252063	0.274122	0.253066	0.261088	0.252063	0.278132	0.262091	0.241364	0.252732
91035	0.264431	0.246045	0.259751	0.244374	0.256409	0.246045	0.269110	0.256409	0.252397	0.259751
91036	0.266770	0.238690	0.269110	0.248720	0.267104	0.233674	0.255072	0.241699	0.254403	0.265768
91037	0.245377	0.252063	0.256074	0.253734	0.265768	0.246045	0.246380	0.237352	0.265768	0.242702
91038	0.264765	0.263762	0.257411	0.267104	0.264765	0.286151	0.249389	0.277798	0.259083	0.275459
91039	0.258749	0.255072	0.265433	0.272117	0.259417	0.280137	0.266770	0.256074	0.248051	0.272451
91040	0.266102	0.258749	0.265433	0.254403	0.265768	0.258414	0.260420	0.277130	0.261088	0.262425
91041	0.244708	0.258414	0.244039	0.242702	0.261088	0.257746	0.260086	0.241699	0.257411	0.241364
91042	0.232670	0.270446	0.237018	0.240027	0.252397	0.227989	0.254403	0.258080	0.259751	0.249054
91043	0.250726	0.239024	0.267104	0.240027	0.261423	0.245377	0.252732	0.245377	0.256074	0.256074
91044	0.243036	0.282142	0.249054	0.261088	0.252063	0.248720	0.262425	0.240696	0.269778	0.246380
91045	0.241699	0.259751	0.237686	0.263428	0.249389	0.256743	0.257746	0.247717	0.252397	0.245042
91046	0.255740	0.257077	0.254403	0.270781	0.237018	0.240696	0.232670	0.262759	0.253066	0.245042
91047	0.254737	0.251729	0.245042	0.255072	0.245711	0.267773	0.240696	0.252397	0.243705	0.250057
91048	0.258080	0.242702	0.249389	0.252732	0.243705	0.251060	0.259417	0.257077	0.246714	0.259083
91049	0.267439	0.240696	0.261088	0.241030	0.274122	0.243036	0.253400	0.252732	0.249389	0.258080
91050	0.258749	0.241364	0.259751	0.226985	0.273120	0.238690	0.247717	0.237686	0.254069	0.248386
91051	0.244374	0.257411	0.254403	0.247048	0.255740	0.246714	0.258080	0.244374	0.263762	0.236683
91052	0.255072	0.276127	0.253734	0.276127	0.250726	0.266770	0.254403	0.268441	0.259751	0.266770
91053	0.270781	0.260086	0.261088	0.281139	0.246380	0.263762	0.245711	0.279135	0.255406	0.262425
91054	0.264096	0.257411	0.250726	0.251060	0.249723	0.265099	0.244374	0.262091	0.246045	0.270112
91055	0.274122	0.245711	0.265433	0.255740	0.275459	0.255406	0.263762	0.256409	0.260420	0.259417
91056	0.252063	0.262759	0.267104	0.251729	0.278801	0.252063	0.268441	0.256409	0.266102	0.257746
91057	0.240696	0.270446	0.236014	0.263094	0.241030	0.267773	0.249389	0.249054	0.243371	0.239358
91058	0.244708	0.253734	0.240361	0.251394	0.241699	0.266102	0.238021	0.257411	0.243036	0.257411
91059	0.255406	0.251394	0.244374	0.254737	0.246380	0.254737	0.244039	0.257746	0.253066	0.263762
91060	0.261757	0.258414	0.265768	0.254737	0.257746	0.271115	0.252397	0.280471	0.246380	0.256074
91061	0.269110	0.233339	0.263428	0.243705	0.262759	0.249389	0.258414	0.241364	0.253734	0.261423
91062	0.277464	0.249389	0.272786	0.242033	0.270446	0.250057	0.266770	0.250391	0.261423	0.262425
91063	0.242368	0.252732	0.250391	0.248720	0.252397	0.235011	0.248720	0.243371	0.264096	0.241699
91064	0.261757	0.265768	0.273454	0.246714	0.265433	0.244708	0.277130	0.246045	0.274457	0.259417
91065	0.249723	0.266436	0.231667	0.277464	0.250726	0.256074	0.244039	0.256409	0.270112	0.252063
91066	0.247383	0.272451	0.248051	0.259083	0.243371	0.265433	0.256074	0.257077	0.253400	0.263428
91067	0.255406	0.234342	0.256074	0.240361	0.263762	0.246380	0.244374	0.259083	0.231667	0.262425
91068	0.260754	0.234677	0.261088	0.241030	0.257077	0.245042	0.243705	0.255406	0.254403	0.254737
91069	0.255406	0.279135	0.256074	0.265099	0.270446	0.251729	0.264765	0.243371	0.274791	0.247717
91070	0.254069	0.253066	0.265099	0.259751	0.241030	0.271449	0.246714	0.266770	0.246045	0.273788
91071	0.245042	0.250391	0.242033	0.257077	0.247383	0.267104	0.241364	0.260420	0.252397	0.258414
91072	0.258414	0.246045	0.271115	0.240696	0.255740	0.255072	0.254069	0.260754	0.242702	0.271783
91073	0.247383	0.247383	0.249389	0.251394	0.258080	0.242033	0.247383	0.244039	0.252397	0.236014
91074	0.245711	0.264096	0.254069	0.262759	0.242702	0.279135	0.252397	0.257077	0.248720	0.265099
91075	0.261088	0.257411	0.238355	0.261423	0.257411	0.276127	0.248051	0.261088	0.250391	0.267439
91076	0.256074	0.242033	0.250057	0.237018	0.267773	0.243705	0.263762	0.244708	0.250391	0.239358
91077	0.250057	0.249054	0.252732	0.236683	0.250391	0.251060	0.260754	0.240696	0.256409	0.245711
91078	0.256409	0.274791	0.260420	0.265433	0.271449	0.265768	0.267773	0.253066	0.264765	0.255406
91079	0.255740	0.281139	0.247383	0.261757	0.248051	0.262759	0.257411	0.256743	0.259751	0.256074
91080	0.256409	0.253734	0.256409	0.246045	0.253400	0.251060	0.252063	0.263428	0.239693	0.263428
91081	0.267439	0.252397	0.262759	0.248051	0.284147	0.255406	0.270112	0.262425	0.262425	0.265768
91082	0.223306	0.257077	0.249389	0.251394	0.272117	0.257077	0.257746	0.237686	0.269778	0.226316
91083	0.239358	0.261423	0.246045	0.262759	0.253734	0.250391	0.249723	0.249054	0.252397	0.246714
91084	0.257077	0.252397	0.248386	0.258414	0.241030	0.271115	0.246380	0.255740	0.243371	0.256074
91085	0.281474	0.250726	0.268107	0.263428	0.269444	0.264096	0.260420	0.274457	0.251394	0.267104
91086	0.242368	0.256409	0.253066	0.237018	0.262091	0.239358	0.265768	0.239358	0.261757	0.242033
91087	0.254737	0.271783	0.251060	0.268775	0.252397	0.263428	0.262091	0.261423	0.258749	0.262759
91088	0.258414	0.258414	0.266770	0.257411	0.250391	0.274791	0.245377	0.269110	0.250726	0.259751
91089	0.255406	0.242702	0.264431	0.250391	0.250391	0.240696	0.245377	0.251060	0.245377	0.263428
91090	0.260754	0.238021	0.256743	0.235011	0.266102	0.243371	0.248386	0.257746	0.252397	0.255072
91091	0.258749	0.250057	0.252732	0.249723	0.267439	0.242702	0.265433	0.233674	0.256409	0.250391
91092	0.263762	0.246380	0.250726	0.263428	0.265768	0.243036	0.265768	0.245711	0.274457	0.253734
91093	0.248386	0.276127	0.251394	0.270781	0.268775	0.270112	0.262091	0.257746	0.266102	0.251394
91094	0.237018	0.271449	0.251060	0.264765	0.258749	0.273454	0.265433	0.258414	0.260086	0.256074
91095	0.248051	0.275125	0.254737	0.270112	0.252063	0.264096	0.261088	0.278801	0.262425	0.263094
91096	0.260420	0.266436	0.262091	0.267439	0.257746	0.280137	0.248386	0.277464	0.250391	0.277798
91097	0.245711	0.264765	0.230664	0.262425	0.242033	0.261757	0.240027	0.253734	0.245377	0.272451
91098	0.269444	0.237686	0.260754	0.250726	0.263094	0.247383	0.258749	0.246045	0.251060	0.250057
91099	0.250391	0.246714	0.262091	0.244374	0.254737	0.245711	0.264431	0.248051	0.265433	0.235011
91100	0.256074	0.274791	0.250391	0.267773	0.252397	0.271449	0.257746	0.261088	0.270112	0.258749
91101	0.252732	0.270781	0.262759	0.270112	0.251394	0.270781	0.244708	0.273120	0.272451	0.266436
91102	0.256074	0.251394	0.260420	0.260754	0.245377	0.256743	0.244708	0.270781	0.235011	0.262759
91103	0.261423	0.242033	0.259417	0.237018	0.267439	0.252397	0.253400	0.253400	0.244039	0.266102
91104	0.237352	0.254069	0.245042	0.266102	0.224310	0.266770	0.238690	0.255740	0.255072	0.250057
91105	0.269778	0.255072	0.246045	0.253066	0.242702	0.260086	0.230664	0.262091	0.234008	0.262091
91106	0.277130	0.252732	0.254737	0.261088	0.252732	0.267439	0.254069	0.271449	0.253400	0.272786
91107	0.270781	0.254737	0.278132	0.251729	0.267439	0.254403	0.271115	0.268107	0.261757	0.266436
91108	0.252397	0.246380	0.250726	0.241699	0.265768	0.238355	0.256409	0.242033	0.256074	0.239024
91109	0.257411	0.242033	0.252397	0.248051	0.250391	0.258080	0.240027	0.259751	0.235680	0.269110
91110	0.262425	0.262091	0.267773	0.252732	0.256074	0.275459	0.244708	0.278801	0.242368	0.268775
91111	0.267104	0.265099	0.269110	0.256743	0.253066	0.242033	0.253400	0.265433	0.252063	0.277798
91112	0.255406	0.252063	0.247717	0.241030	0.274791	0.240696	0.253400	0.241030	0.249723	0.244374
91113	0.256743	0.253400	0.265433	0.239358	0.259751	0.244374	0.270781	0.232336	0.267773	0.234677
91114	0.251394	0.280137	0.247383	0.271449	0.258414	0.274457	0.257746	0.249723	0.247717	0.249054
91115	0.235346	0.267104	0.257411	0.258080	0.248051	0.272117	0.243371	0.256743	0.247383	0.268107
91116	0.256409	0.243371	0.249723	0.252063	0.243036	0.258080	0.247048	0.251729	0.241030	0.266102
91117	0.264765	0.238690	0.255406	0.244374	0.257411	0.251394	0.249389	0.252397	0.242033	0.279135
91118	0.257746	0.241699	0.263762	0.249723	0.258749	0.236683	0.255740	0.248720	0.243371	0.252397
91119	0.265433	0.240361	0.262091	0.252063	0.257411	0.252063	0.269444	0.256074	0.247048	0.249723
91120	0.260754	0.264765	0.260420	0.261757	0.267439	0.256074	0.271115	0.247048	0.267104	0.244039
91121	0.244039	0.256074	0.261088	0.263762	0.243371	0.263094	0.246380	0.254403	0.251060	0.253066
91122	0.262091	0.237686	0.260420	0.262759	0.236683	0.265433	0.244039	0.266102	0.242033	0.260420
91123	0.271783	0.249723	0.259751	0.260420	0.265768	0.261088	0.251060	0.281808	0.250391	0.268775
91124	0.239693	0.251060	0.253734	0.274457	0.251394	0.245042	0.264765	0.236683	0.265099	0.245042
91125	0.251060	0.261088	0.251394	0.245711	0.249054	0.240361	0.253400	0.237686	0.265099	0.241030
91126	0.247383	0.262425	0.245377	0.258414	0.249723	0.243705	0.254069	0.252397	0.260754	0.241364
91127	0.251060	0.250057	0.256409	0.265099	0.246380	0.283144	0.261423	0.250391	0.237018	0.267104
91128	0.256409	0.272786	0.255072	0.274791	0.248386	0.279803	0.255072	0.270112	0.253066	0.259083
91129	0.263094	0.269110	0.264431	0.271449	0.258080	0.283144	0.252397	0.275459	0.249723	0.264765
91130	0.261088	0.258080	0.252063	0.263428	0.247048	0.268107	0.257411	0.280137	0.251060	0.267104
91131	0.270781	0.243036	0.270781	0.237018	0.261423	0.244708	0.258080	0.245711	0.239024	0.248720
91132	0.257746	0.240361	0.255406	0.229661	0.257077	0.232002	0.260420	0.253734	0.247383	0.243371
91133	0.256409	0.243371	0.259751	0.245042	0.259083	0.233339	0.262091	0.235346	0.255406	0.247717
91134	0.250057	0.275459	0.255740	0.280471	0.253066	0.264431	0.268775	0.261423	0.270446	0.262759
91135	0.247048	0.273454	0.251060	0.273120	0.248051	0.275459	0.264096	0.271115	0.247717	0.255406
91136	0.254737	0.253734	0.238021	0.252397	0.242033	0.254737	0.230330	0.248720	0.247383	0.250726
91137	0.260754	0.231333	0.256074	0.245377	0.255072	0.248386	0.264765	0.250391	0.240696	0.255072
91138	0.262091	0.236349	0.261423	0.254403	0.259751	0.252063	0.254069	0.255740	0.244039	0.264431
91139	0.270112	0.248386	0.266102	0.248720	0.274457	0.252063	0.248720	0.262091	0.262425	0.256743
91140	0.262091	0.263094	0.269110	0.253066	0.257077	0.255072	0.270446	0.253066	0.266102	0.254737
91141	0.260754	0.258080	0.261757	0.245042	0.268441	0.259083	0.275793	0.257077	0.267773	0.262759
91142	0.260420	0.241699	0.268107	0.242702	0.267773	0.243705	0.267104	0.250057	0.261088	0.256409
91143	0.258080	0.268775	0.258414	0.264765	0.262425	0.262425	0.273454	0.257746	0.264431	0.249389
91144	0.246380	0.278132	0.254403	0.260086	0.247048	0.260086	0.267439	0.261757	0.274457	0.242368
